-178.976969811332,-19.7313311939339,-10.5899314284898,2
-172.50414236027,-28.3460658026457,-14.9875237153356,2
-157.796521467943,-21.0752489910855,-11.4010858569642,2
-154.722277764447,-35.3431422426881,-22.4827170445229,2
-149.036243467926,-51.501291227076,-33.9398361084831,2
-141.581944655178,-37.0671005117233,-23.2343139015908,2
-76.9081069356532,-25.9522085091276,-14.3547175825214,2
-60.2551187030578,-25.9944583320647,-15.4101609804522,2
-43.6677801461304,-36.488342507777,-19.6538862077084,2
99.4623222080256,-26.208741226453,-12.1800276430625,2
171.253837737445,-100.022821729468,-61.0961825604596,2
0,-100,100,0
0,-100,100,1
