-53.130102354156,-56.7551245987785,-31.1551245987785,2
-140.906141113771,-32.2793993900919,-19.8615753882316,2
-110.409882833804,-24.4785729845397,-13.3190941998543,2
-67.7509763427876,-26.9486838595662,-16.1786829146274,2
65.2248594311681,-26.5745928796874,-14.6547158318866,2
-158.198590513648,-24.3305418130078,-8.48453962189936,2
-165.173520029644,-15.3859825659294,-0.82853913460314,2
-45,-80.3701472349817,-20.0303685737296,2
-3.46822925891715,-15.8072929839776,-0.320557521093664,2
-9.6887865603668,-17.7234146346282,-5.41373049166898,2
116.113912630291,-11.6597395627853,-2.64531975815369,2
0,-100,100,0
0,-100,100,1
