-147.994616791916,-56.8979745937856,-2.62608313745993,2
-141.766174822553,-23.6580790456555,-11.4710567371555,2
-135,-16.5496599600733,-5.23595146108857,2
-110.556045219583,-52.3792055328747,-22.4166718506653,2
-104.036243467926,-23.0639895957922,-10.646165593932,2
-79.9920201985587,-19.4098571276616,-9.52340257639135,2
-68.1985905136482,-17.4121853573302,-3.82989776495154,2
-36.5730309785193,-21.0700917982468,-7.80602113838531,2
-26.565051177078,-25.22470381041,-15.2693402931935,2
-15.5241109967543,-50.1438303316496,-22.7370986799535,2
94.0856167799749,-21.8010739108588,-12.6814515124064,2
0,-100,100,0
0,-100,100,1
