-178.754635733232,-25.4581564365698,-14.3303507870514,2
-173.65980825409,-146.56150793468,-90.0205665843587,2
-146.30993247402,-26.032367219792,-10.254228304941,2
-138.36646066343,-26.1422091297536,-15.5123877084749,2
-137.045408488887,-21.610870415423,-8.68915610822124,2
-109.133643205905,-18.3628663700072,-8.49112381282706,2
-98.9149269571479,-11.0373852930262,-1.1194480869326,2
-87.9545915111128,-32.0580783668427,-13.7840147444875,2
-41.4964683552155,-24.9989755548956,-10.2495047858543,2
-31.5347919051883,-14.5175387794311,-4.5996015733375,2
-14.0362434679265,-21.7127316858648,-1.01635834943106,2
0,-100,100,0
0,-100,100,1
