-175.840357706287,-25.9041157892569,-16.6195467295677,2
-158.749494492867,-20.7967979755299,-11.9600129416569,2
-155.695450734063,-39.755493689481,-24.7031792693119,2
-140.906141113771,-32.2793993900919,-19.8615753882316,2
-109.57312583041,-13.9141191841886,-3.1938098192348,2
-108.434948822922,-34.6084367755255,-22.1539278370162,2
-84.5596679689945,-28.512579595702,-16.3770157393185,2
-56.7682889320206,-19.878658163873,-5.11079270370633,2
-45,-140.709925896234,-80.3701472349817,2
-42.7974018382342,-37.7434037999713,-23.829127314886,2
-35.3112134396332,-24.9215957886845,-16.2173346569336,2
0,-100,100,0
0,-100,100,1
