-25.8663567940945,-26.2599433764244,-12.2991911678046,2
-46.7357045889284,-63.6714220332076,-41.7397516650479,2
-155.037210169193,-19.820337960672,-11.8174066628637,2
-144.057888128618,-19.7688959776298,-9.40588230218169,2
-165.32360686255,-19.5391128507474,-7.74638479430252,2
-159.227745317954,-47.0515206806665,-30.543978147056,2
-8.74616226255521,-88.6391958369499,-49.712556667941,2
-63.434948822922,-69.6786926513247,-44.2372081073271,2
-39.8055710922652,-139.561461208612,-74.0065786829689,2
-0.924045352772706,-15.1415745379547,-6.88458396220549,2
-170.095816787026,-17.7548873671944,-9.7490215470246,2
0,-100,100,0
0,-100,100,1
