-171.027373385104,-13.6285665331321,-0.319760263435167,2
-152.904447506248,-27.2381198348427,-16.6379556617172,2
-149.420773127511,-40.2759694608548,-20.2398611678671,2
-144.462322208026,-167.27613569115,-107.757344654314,2
-52.6960517220166,-32.8458737485517,-13.4524908601403,2
-49.7636416907262,-30.6465753524586,-15.6137377328822,2
-33.0238675557966,-52.1662574123934,-30.7021008350971,2
-8.74616226255521,-94.6103741155761,-55.6837349465672,2
-7.59464336859144,-23.3125682451724,-12.0345974640722,2
71.565051177078,-26.792334187774,-17.7974110655173,2
142.92692668269,-22.0059846401881,-12.9280275324506,2
0,-100,100,0
0,-100,100,1
