-170.7273982228,-11.1360088660407,-0.823567336303,2
-161.96571443287,-15.4590372310114,-4.13703320958814,2
-135,-41.6821921627959,-25.2258888915453,2
-76.9081069356532,-12.9254910298248,-1.32800010321857,2
-67.3801350519596,-104.370793025172,-64.9861776405566,2
-66.4477363271053,-29.8448026886351,-17.810230023745,2
-56.9761324442034,-17.8285987365719,-7.09652044792371,2
-37.4761795613614,-34.3221316988678,-20.7779164661524,2
-28.8556612197165,-23.212798933924,-14.0611828647635,2
-23.9624889745782,-22.8699914842444,-5.54141693263063,2
-5.59933933652057,-19.8685431057042,-9.87722928489189,2
0,-100,100,0
0,-100,100,1
