-155.432828679399,-34.9894659420669,-21.6851536134975,2
-108.434948822922,-16.6792276527888,-3.18684296940366,2
-86.6335393365702,-46.0322363069564,-15.9665610678036,2
-70.9065079995144,-29.472134583915,-10.8631780607838,2
-37.3493490446406,-15.8783213130578,-5.16739926108198,2
-34.5085229876684,-31.7472033780838,-18.5625325908939,2
-28.0091767080138,-24.4515852789831,-14.8339115923867,2
-9.09027692082232,-19.2324629535485,-9.12107088272144,2
-6.00900595749452,-38.5068736457482,-25.1072212274388,2
-5.19442890773481,-68.8532745890096,-45.6761236021248,2
-1.90915243299638,-33.2100871152306,-16.1528940361197,2
0,-100,100,0
0,-100,100,1
