-160.0168934781,-30.0577229127151,-19.1219448939406,2
-154.093492000486,-35.6718019907712,-22.5132826424594,2
-143.130102354156,-30.7518336291092,-19.3740558513314,2
-108.434948822922,-16.6792276527888,-3.18684296940366,2
-97.9434718105904,-27.4561660137022,-15.6634379572573,2
-28.9509952074668,-13.9416702070799,-4.40938446840147,2
-1.90915243299638,-50.2672801943415,-33.2100871152306,2
11.888658039628,-19.766831557524,-10.9770510327307,2
21.8014094863518,-21.7422081435792,-12.2346068289141,2
51.4993462796546,-25.253319159688,-16.1466887110986,2
180,-1055.54982130705,-543.549821307048,2
0,-100,100,0
0,-100,100,1
